sciname,comname,iucn_sid,cat_code
Leptoseris mycetoseroides,NA,133351,LC
Acropora gomezi,NA,133352,DD
Psammocora obtusangula,NA,133353,NT
Galaxea astreata,NA,133354,VU
Acropora scherzeriana,NA,133355,DD
Goniopora eclipsensis,NA,133357,LC
Porites napopora,NA,133358,VU
Acropora microclados,NA,133359,VU
Pavona bipartita,NA,133360,VU
Montipora setosa,NA,133361,EN
Mycedium spina,NA,133363,DD
Stylaraea punctata,NA,133364,DD
Goniastrea edwardsi,NA,133365,LC
Acanthastrea lordhowensis,NA,133366,NT
Montipora confusa,NA,133367,NT
Goniopora albiconus,NA,133368,VU
Fungia distorta,NA,133371,LC
Montastrea multipunctata,NA,133374,VU
Montipora corbettensis,NA,133375,VU
Acanthastrea ishigakiensis,NA,133376,VU
Goniopora somaliensis,NA,133378,LC
Acropora convexa,NA,133379,DD
Madracis kirbyi,NA,133380,LC
Pavona explanulata,NA,133382,LC
Barabattoia laddi,NA,133383,VU
Acanthastrea rotundoflora,NA,133386,NT
Acropora globiceps,NA,133387,VU
Seriatopora hystrix,NA,133390,LC
Goniopora burgosi,NA,133391,VU
Favia laxa,NA,133392,NT
Acropora teres,NA,133393,DD
Acropora loisetteae,NA,133394,VU
Acropora desalwii,NA,133396,VU
Fungia somervillei,NA,133397,LC
Pavona varians,NA,133398,LC
Acropora hoeksemai,NA,133401,VU
Turbinaria stellulata,NA,133403,VU
Montipora samarensis,NA,133404,VU
Caulastrea tumida,NA,133405,NT
Psammocora haimeana,NA,133406,LC
Pocillopora eydouxi,NA,133407,NT
Coscinaraea wellsi,NA,133408,LC
Montipora verruculosus,NA,133409,VU
Pachyseris speciosa,NA,133410,LC
Acanthastrea bowerbanki,NA,133411,VU
Cynarina lacrymalis,NA,133413,NT
Goniastrea pectinata,NA,133414,LC
Anacropora puertogalerae,NA,133415,VU
Caulastrea furcata,NA,133417,LC
Fungia concinna,NA,133418,LC
Lobophyllia hemprichii,NA,133419,LC
Montipora grisea,NA,133420,LC
Montipora capricornis,NA,133422,VU
Fungia horrida,NA,133423,LC
Leptastrea inaequalis,NA,133424,NT
Favia danae,NA,133426,LC
Acropora simplex,NA,133427,VU
Coscinaraea columna,NA,133428,LC
Echinopora horrida,NA,133429,NT
Heterocyathus aequicostatus,NA,133431,LC
Acropora spicifera,NA,133432,VU
Montipora crassituberculata,NA,133433,VU
Montipora mactanensis,NA,133434,VU
Seriatopora dendritica,NA,133435,VU
Fungia moluccensis,NA,133437,LC
Montipora foveolata,NA,133438,NT
Platygyra pini,NA,133440,LC
Oxypora lacera,NA,133442,LC
Montipora australiensis,NA,133443,VU
Echinopora taylorae,NA,133447,NT
Goniopora columna,NA,133448,NT
Montipora turtlensis,NA,133450,VU
Montipora danae,NA,133451,LC
Goniastrea aspera,NA,133452,LC
Pachyseris rugosa,NA,133453,VU
Physogyra lichtensteini,NA,133456,VU
Hydnophora microconos,NA,133458,NT
Goniopora lobata,NA,133459,NT
Montipora cocosensis,NA,133460,VU
Acropora aculeus,NA,133463,VU
Alveopora excelsa,NA,133464,EN
Alveopora minuta,NA,133467,EN
Platygyra daedalea,NA,133468,LC
Micromussa amakusensis,NA,133470,NT
Isopora crateriformis,NA,133472,VU
Scapophyllia cylindrica,NA,133473,LC
Symphyllia agaricia,NA,133474,LC
Acropora pagoensis,NA,133475,DD
Hydnophora exesa,NA,133478,NT
Acropora hyacinthus,NA,133479,NT
Alveopora spongiosa,NA,133482,NT
Acropora mirabilis,NA,133483,DD
Astreopora randalli,NA,133485,LC
Porites horizontalata,NA,133486,VU
Montipora delicatula,NA,133489,VU
Oulophyllia levis,NA,133491,LC
Porites rus,NA,133492,LC
Platygyra ryukyuensis,NA,133493,NT
Acropora papillare,NA,133494,VU
Galaxea horrescens,NA,133495,LC
Porites cylindrica,NA,133496,NT
Caulastrea echinulata,NA,133497,VU
Turbinaria peltata,NA,133498,VU
Porites cocosensis,NA,133499,VU
Acropora kosurini,NA,133500,VU
Alveopora gigas,NA,133501,VU
Psammocora superficialis,NA,133502,LC
Fungia fungites,NA,133503,NT
Montipora taiwanensis,NA,133505,DD
Platygyra acuta,NA,133508,NT
Podabacia motuporensis,NA,133509,NT
Favia lizardensis,NA,133510,NT
Acropora anthocercis,NA,133513,VU
Goniastrea ramosa,NA,133515,VU
Favia truncatus,NA,133516,LC
Lithophyllon ranjithi,NA,133517,EN
Acropora wallaceae,NA,133518,DD
Alveopora fenestrata,NA,133523,VU
Anacropora pillai,NA,133524,DD
Montipora monasteriata,NA,133525,LC
Seriatopora aculeata,NA,133526,VU
Blastomussa merleti,NA,133528,LC
Stylophora subseriata,NA,133530,LC
Acropora palmerae,NA,133531,VU
Acropora verweyi,NA,133532,VU
Pocillopora zelli,NA,133534,LC
Millepora intricata,NA,133536,LC
Heterocyathus alternatus,NA,133537,LC
Herpolitha limax,NA,133538,LC
Leptoseris incrustans,NA,133539,VU
Leptastrea aequalis,NA,133542,VU
Paraclavarina triangularis,NA,133545,NT
Porites latistella,NA,133546,LC
Acropora yongei,NA,133547,LC
Stylocoeniella armata,NA,133548,LC
Acropora glauca,NA,133550,NT
Lobophyllia corymbosa,NA,133551,LC
Millepora dichotoma,NA,133553,LC
Porites deformis,NA,133555,NT
Montipora spumosa,NA,133556,LC
Acanthastrea brevis,NA,133557,VU
Pavona cactus,NA,133558,VU
Mycedium elephantotus,NA,133559,LC
Goniastrea palauensis,NA,133560,NT
Montipora peltiformis,NA,133563,NT
Lobophyllia dentatus,NA,133565,VU
Scolymia australis,NA,133566,LC
Porites rugosa,NA,133568,VU
Favia favus,NA,133569,LC
Psammocora profundacella,NA,133570,LC
Platygyra carnosus,NA,133571,NT
Australomussa rowleyensis,NA,133573,NT
Acropora cerealis,NA,133576,LC
Favites spinosa,NA,133577,VU
Favites bestae,NA,133578,NT
Montipora hirsuta,NA,133580,NT
Oxypora crassispinosa,NA,133582,LC
Acropora awi,NA,133583,VU
Pseudosiderastrea tayami,NA,133585,NT
Sandalolitha dentata,NA,133587,LC
Euphyllia cristata,NA,133588,VU
Psammocora explanulata,NA,133589,LC
Siderastrea savignyana,NA,133590,LC
Acropora exquisita,NA,133592,DD
Favia stelligera,NA,133593,NT
Millepora platyphylla,NA,133595,LC
Acropora proximalis,NA,133598,DD
Montipora undata,NA,133599,NT
Acropora indonesia,NA,133600,VU
Favia helianthoides,NA,133601,NT
Millepora murrayi,NA,133603,NT
Symphyllia recta,NA,133606,LC
Goniopora minor,NA,133607,NT
Echinophyllia orpheensis,NA,133609,LC
Millepora foveolata,NA,133612,VU
Porites solida,NA,133613,LC
Seriatopora guttatus,NA,133614,LC
Goniopora stutchburyi,NA,133615,LC
Favia matthaii,NA,133616,NT
Acropora jacquelineae,NA,133617,VU
Lobophyllia diminuta,NA,133619,VU
Australogyra zelli,NA,133620,VU
Acropora valenciennesi,NA,133621,LC
Montipora capitata,NA,133622,NT
Montipora cebuensis,NA,133623,VU
Acanthastrea faviaformis,NA,133624,VU
Cyphastrea agassizi,NA,133628,VU
Favites stylifera,NA,133629,NT
Favites micropentagona,NA,133630,NT
Turbinaria mesenterina,NA,133633,VU
Goniastrea retiformis,NA,133634,LC
Montipora venosa,NA,133635,NT
Leptoseris gardineri,NA,133636,LC
Favia maritima,NA,133638,NT
Acropora pichoni,NA,133639,NT
Porites monticulosa,NA,133640,LC
Goniopora djiboutiensis,NA,133641,LC
Acanthastrea hemprichii,NA,133642,VU
Acropora formosa,NA,133644,NT
Montipora verrucosa,NA,133646,LC
Acropora polystoma,NA,133647,VU
Cyphastrea microphthalma,NA,133648,LC
Acropora abrotanoides,NA,133649,LC
Favites paraflexuosa,NA,133650,NT
Platygyra lamellina,NA,133651,NT
Leptastrea transversa,NA,133652,LC
Favites chinensis,NA,133654,NT
Acropora akajimensis,NA,133655,DD
Echinophyllia costata,NA,133656,VU
Acropora bifurcata,NA,133658,DD
Isopora cuneata,NA,133660,VU
Acropora echinata,NA,133661,VU
Galaxea fascicularis,NA,133662,NT
Acropora millepora,NA,133666,NT
Goniopora stokesi,NA,133668,NT
Cyphastrea decadia,NA,133669,LC
Micromussa minuta,NA,133670,NT
Heteropsammia eupsammides,NA,133671,NT
Acropora efflorescens,NA,133672,DD
Fungia paumotensis,NA,133673,LC
Montipora mollis,NA,133674,LC
Alveopora tizardi,NA,133675,LC
Psammocora vaughani,NA,133676,NT
Acropora copiosa,NA,133678,DD
Heteropsammia cochlea,NA,133679,LC
Acropora subulata,NA,133682,LC
Pectinia maxima,NA,133683,EN
Stylophora pistillata,NA,133685,NT
Acropora elegans,NA,133688,VU
Anacropora reticulata,NA,133689,VU
Cyphastrea japonica,NA,133690,LC
Sandalolitha robusta,NA,133693,LC
Pectinia ayleni,NA,133694,NT
Caulastrea curvata,NA,133695,VU
Montipora altasepta,NA,133696,VU
Turbinaria reniformis,NA,133697,VU
Acropora nana,NA,133698,NT
Acropora filiformis,NA,133699,DD
Montipora hoffmeisteri,NA,133700,LC
Pavona duerdeni,NA,133702,LC
Balaenoptera omurai,NA,136623,DD
Cheilinus trilobatus,NA,154623,LC
Parenchelyurus hepburni,NA,154643,LC
Scarus prasiognathos,NA,154676,LC
Scarus festivus,NA,154677,LC
Chromis alpha,NA,154760,LC
Amphiprion sandaracinos,NA,154812,LC
Parablennius yatabei,NA,154829,LC
Ecsenius trilineatus,NA,154947,LC
Scarus oviceps,NA,154960,LC
Salarias ceramensis,NA,155029,LC
Cirrhilabrus rubripinnis,NA,155032,LC
Crossosalarias macrospilus,NA,155034,LC
Naso vlamingii,NA,155120,LC
Anampses melanurus,NA,155146,LC
Cirripectes filamentosus,NA,155186,LC
Coradion melanopus,NA,155193,LC
Halichoeres papilionaceus,NA,155221,LC
Halichoeres binotopsis,NA,155238,LC
Entomacrodus stellifer,NA,155270,LC
Scarus schlegeli,NA,155290,LC
Canthigaster leoparda,NA,155313,LC
Salarias sinuosus,NA,158632,LC
Crassinarke dormitor,NA,161326,DD
Etmopterus burgessi,NA,161327,DD
Pastinachus sephen,NA,161332,DD
Galeus schultzi,NA,161333,DD
Cirrhoscyllium expolitum,NA,161351,DD
Hexanchus nakamurai,NA,161352,DD
Dipturus tengu,NA,161354,DD
Myliobatis tobijei,NA,161357,DD
Sinobatis melanosoma,NA,161358,LC
Hemitriakis complicofasciata,NA,161368,DD
Carcharhinus sorrah,NA,161376,NT
Sinobatis borneensis,NA,161379,LC
Dipturus gigas,NA,161393,DD
Triakis scyllium,NA,161395,LC
Somniosus pacificus,NA,161403,DD
Squalus montalbani,NA,161404,VU
Galeus sauteri,NA,161406,DD
Etmopterus molleri,NA,161407,DD
Urogymnus granulatus,NA,161431,VU
Squalus japonicus,NA,161433,DD
Scyliorhinus torazame,NA,161435,LC
Pentanchus profundicolus,NA,161437,DD
Squalus brevirostris,NA,161438,DD
Mobula kuhlii,NA,161439,DD
Centrophorus lusitanicus,NA,161442,VU
Narcine timlei,NA,161445,DD
Squatina formosa,NA,161456,EN
Scyliorhinus garmani,NA,161458,DD
Eridacnis radcliffei,NA,161468,LC
Halaelurus boesemani,NA,161488,DD
Hemitriakis japanica,NA,161507,LC
Etmopterus lucifer,NA,161517,LC
Carcharhinus albimarginatus,NA,161526,VU
Okamejei hollandi,NA,161532,DD
Maculabatis pastinacoides,NA,161540,VU
Paragaleus tengi,NA,161543,DD
Pateobatis uarnacoides,NA,161547,VU
Okamejei powelli,NA,161548,DD
Deania profundorum,NA,161551,LC
Insentiraja subtilispinosa,NA,161553,LC
Chiloscyllium hasselti,NA,161557,NT
Narcine maculata,NA,161560,DD
Orectolobus japonicus,NA,161563,DD
Carcharhinus altimus,NA,161564,DD
Maculabatis gerrardi,NA,161566,VU
Lamiopsis temminckii,NA,161570,EN
Brevitrygon walga,NA,161579,NT
Megatrygon microps,NA,161582,DD
Platyrhina sinensis,NA,161589,VU
Neotrygon kuhlii,NA,161590,DD
Alopias pelagicus,NA,161597,VU
Notoraja tobitukai,NA,161605,DD
Narke dipterygia,NA,161607,DD
Pateobatis fai,NA,161615,VU
Himantura undulata,NA,161621,VU
Mustelus manazo,NA,161633,DD
Okamejei acutispina,NA,161636,DD
Halaelurus maculosus,NA,161644,LC
Okamejei kenojei,NA,161645,DD
Etmopterus brachyurus,NA,161649,DD
Narke japonica,NA,161665,VU
Hexatrygon bickelli,NA,161674,LC
Tetronarce tokionis,NA,161676,DD
Cirrhoscyllium formosanum,NA,161679,DD
Halaelurus buergeri,NA,161680,DD
Himantura uarnak,NA,161692,VU
Chaenogaleus macrostoma,NA,161695,VU
Alopias superciliosus,NA,161696,VU
Rhinobatos schlegelii,NA,161713,DD
Mustelus griseus,NA,161715,DD
Cephaloscyllium umbratile,NA,161724,DD
Brevitrygon imbricata,NA,161728,DD
Pteroplatytrygon violacea,NA,161731,LC
Proscyllium habereri,NA,161733,DD
Okamejei boesemani,NA,161735,DD
Pateobatis jenkinsii,NA,161744,VU
Chaetodon mertensii,NA,165615,LC
Chaetodon burgessi,NA,165620,LC
Heniochus singularius,NA,165622,LC
Chaetodon octofasciatus,NA,165623,LC
Heniochus acuminatus,NA,165626,LC
Chaetodon kleinii,NA,165628,LC
Chaetodon vagabundus,NA,165630,LC
Chaetodon auriga,NA,165631,LC
Chaetodon punctatofasciatus,NA,165632,LC
Chaetodon nippon,NA,165636,LC
Chaetodon meyeri,NA,165638,LC
Heniochus chrysostomus,NA,165640,LC
Chaetodon ornatissimus,NA,165641,LC
Chaetodon selene,NA,165643,LC
Heniochus monoceros,NA,165650,LC
Chaetodon lunula,NA,165651,LC
Heniochus varius,NA,165652,LC
Chaetodon xanthurus,NA,165656,LC
Chaetodon plebeius,NA,165657,LC
Chelmon rostratus,NA,165659,LC
Parachaetodon ocellatus,NA,165661,LC
Chaetodon argentatus,NA,165663,LC
Chaetodon oxycephalus,NA,165664,LC
Chaetodon ulietensis,NA,165665,LC
Forcipiger longirostris,NA,165667,LC
Chaetodon citrinellus,NA,165668,LC
Chaetodon lineolatus,NA,165669,LC
Hemitaurichthys polylepis,NA,165672,LC
Chaetodon ocellicaudus,NA,165676,DD
Roa modestus,NA,165677,LC
Chaetodon quadrimaculatus,NA,165678,LC
Chaetodon rafflesii,NA,165680,LC
Chaetodon ephippium,NA,165681,LC
Heniochus diphreutes,NA,165683,LC
Chaetodon wiebeli,NA,165685,LC
Chaetodon bennetti,NA,165686,DD
Chaetodon melannotus,NA,165689,LC
Chaetodon baronessa,NA,165692,LC
Chaetodon auripes,NA,165693,LC
Chaetodon speculum,NA,165694,LC
Coradion altivelis,NA,165697,LC
Coradion chrysozonus,NA,165702,LC
Chaetodon lunulatus,NA,165704,LC
Chaetodon adiergastos,NA,165711,LC
Chaetodon trifascialis,NA,165712,NT
Chaetodon reticulatus,NA,165713,DD
Chaetodon unimaculatus,NA,165714,LC
Forcipiger flavissimus,NA,165716,LC
Chaetodon guentheri,NA,165718,LC
Chaetodon collare,NA,165723,LC
Chaetodon semeion,NA,165725,LC
Apolemichthys griffisi,NA,165822,LC
Centropyge fisheri,NA,165828,LC
Pomacanthus xanthometopon,NA,165829,LC
Apolemichthys trimaculatus,NA,165835,LC
Centropyge colini,NA,165838,LC
Pomacanthus sexstriatus,NA,165840,LC
Genicanthus melanospilos,NA,165843,LC
Centropyge heraldi,NA,165848,LC
Centropyge ferrugata,NA,165849,LC
Chaetodontoplus melanosoma,NA,165850,LC
Pomacanthus semicirculatus,NA,165851,LC
Paracentropyge multifasciata,NA,165852,LC
Genicanthus semifasciatus,NA,165856,LC
Centropyge vrolikii,NA,165860,LC
Pomacanthus imperator,NA,165862,LC
Genicanthus bellus,NA,165864,LC
Pomacanthus navarchus,NA,165867,LC
Centropyge nox,NA,165868,LC
Centropyge bispinosa,NA,165871,LC
Genicanthus watanabei,NA,165872,LC
Pomacanthus annularis,NA,165873,LC
Centropyge flavissima,NA,165878,LC
Chaetodontoplus septentrionalis,NA,165882,LC
Chaetodontoplus mesoleucus,NA,165884,LC
Pygoplites diacanthus,NA,165885,LC
Genicanthus lamarck,NA,165888,LC
Chaetodontoplus niger,NA,165892,LC
Centropyge aurantia,NA,165893,LC
Chaetodontoplus caeruleopunctatus,NA,165894,DD
Centropyge venusta,NA,165900,LC
Centropyge tibicen,NA,165901,LC
Centropyge bicolor,NA,165902,LC
Megalops cyprinoides,NA,166868,DD
Lagocephalus sceleratus,NA,166947,LC
Tetraodon biocellatus,NA,166997,LC
Takifugu ocellatus,NA,167006,NT
Halophila ovalis,NA,169015,LC
Varanus nuchalis,NA,169767,NT
Eutropis englei,NA,169879,DD
Varanus cumingi,NA,169897,LC
Panulirus penicillatus,NA,169951,LC
Scyllarides haanii,NA,169954,LC
Metanephrops andamanicus,NA,169957,LC
Acanthacaris tenuimana,NA,169962,LC
Metanephrops australiensis,NA,169965,LC
Panulirus versicolor,NA,169968,LC
Nephropsis stewarti,NA,169974,LC
Scammarctus batei,NA,169978,LC
Thenus orientalis,NA,169979,LC
Nephropsis acanthura,NA,169985,LC
Panulirus ornatus,NA,169987,LC
Petrarctus brevicornis,NA,169989,LC
Panulirus polyphagus,NA,169990,LC
Metanephrops armatus,NA,170003,DD
Remiarctus bertholdii,NA,170004,LC
Puerulus velutinus,NA,170016,LC
Ibacus novemdentatus,NA,170023,LC
Ibacus brevipes,NA,170026,LC
Panulirus femoristriga,NA,170031,LC
Eduarctus martensii,NA,170037,LC
Metanephrops formosanus,NA,170039,DD
Panulirus stimpsoni,NA,170041,DD
Palinustus waguensis,NA,170048,LC
Palinurellus wieneckii,NA,170049,LC
Linuparus trigonus,NA,170054,LC
Petrarctus rugosus,NA,170055,LC
Panulirus homarus,NA,170062,LC
Arctides regalis,NA,170063,LC
Metanephrops velutinus,NA,170064,LC
Panulirus longipes,NA,170066,LC
Neoglyphea inopinata,NA,170068,DD
Linuparus sordidus,NA,170070,LC
Parribacus antarcticus,NA,170071,LC
Metanephrops thomsoni,NA,170079,DD
Puerulus angulatus,NA,170080,LC
Ibacus ciliatus,NA,170081,DD
Nephropsis ensirostris,NA,170086,LC
Metanephrops neptunus,NA,170089,LC
Nephropsis sulcata,NA,170092,LC
Thaumastocheles japonicus,NA,170096,LC
Acanthopagrus schlegelii,NA,170153,LC
Pagrus major,NA,170167,LC
Dentex abei,NA,170176,LC
Argyrops bleekeri,NA,170191,LC
Rhabdosargus sarba,NA,170198,LC
Argyrops spinifer,NA,170238,LC
Acanthopagrus latus,NA,170263,DD
Scomber japonicus,NA,170306,LC
Kajikia audax,NA,170309,NT
Katsuwonus pelamis,NA,170310,LC
Scomberomorus guttatus,NA,170311,DD
Istiompax indica,NA,170312,DD
Sarda orientalis,NA,170313,LC
Makaira nigricans,NA,170314,VU
Tetrapturus angustirostris,NA,170315,DD
Scomberomorus commerson,NA,170316,NT
Rastrelliger brachysoma,NA,170318,DD
Rastrelliger faughni,NA,170324,DD
Rastrelliger kanagurta,NA,170328,DD
Scomber australasicus,NA,170329,LC
Acanthocybium solandri,NA,170331,LC
Euthynnus affinis,NA,170336,LC
Istiophorus platypterus,NA,170338,LC
Thunnus orientalis,NA,170341,VU
Gymnosarda unicolor,NA,170342,LC
Auxis thazard,NA,170344,LC
Thunnus tonggol,NA,170351,DD
Auxis rochei,NA,170355,LC
Scomberomorus niphonius,NA,170356,DD
Grammatorcynus bilineatus,NA,170358,LC
Elops machnata,NA,172363,LC
Chelonodon patoca,NA,172416,LC
Omobranchus punctatus,NA,172487,LC
Halodule pinifolia,NA,173327,LC
Halodule uninervis,NA,173328,LC
Enhalus acoroides,NA,173331,LC
Syringodium isoetifolium,NA,173332,LC
Halophila beccarii,NA,173342,VU
Halophila spinulosa,NA,173343,LC
Zostera japonica,NA,173348,LC
Halophila decipiens,NA,173352,LC
Cymodocea serrulata,NA,173358,LC
Cymodocea rotundata,NA,173363,LC
Thalassia hemprichii,NA,173364,LC
Halophila ovata,NA,173368,LC
Thalassodendron ciliatum,NA,173375,LC
Halophila minor,NA,173376,LC
Gerarda prevostiana,NA,176670,LC
Cerberus rynchops,NA,176680,LC
Fordonia leucobalia,NA,176694,LC
Emydocephalus ijimae,NA,176706,LC
Hydrophis pachycercos,NA,176707,DD
Astrotia stokesii,NA,176708,LC
Thalassophina viperina,NA,176711,LC
Hydrophis spiralis,NA,176717,LC
Acrochordus javanicus,NA,176718,LC
Enhydrina schistosa,NA,176719,LC
Emydocephalus annulatus,NA,176720,LC
Laticauda semifasciata,NA,176721,NT
Hydrophis cyanocinctus,NA,176726,LC
Hydrophis atriceps,NA,176735,LC
Hydrophis ornatus,NA,176737,LC
Pelamis platura,NA,176738,LC
Hydrophis coggeri,NA,176743,LC
Lapemis curtus,NA,176746,LC
Laticauda colubrina,NA,176750,LC
Hydrophis belcheri,NA,176751,DD
Hydrophis lamberti,NA,176754,LC
Acalyptophis peronii,NA,176756,LC
Aipysurus eydouxii,NA,176757,LC
Hydrophis melanocephalus,NA,176762,DD
Hydrophis gracilis,NA,176765,LC
Kerilia jerdoni,NA,176767,LC
Acrochordus granulatus,NA,176769,LC
Laticauda laticaudata,NA,176771,LC
Acrostichum aureum,NA,177110,LC
Naso lituratus,NA,177950,LC
Naso tonganus,NA,177951,LC
Prionurus scalprum,NA,177952,DD
Naso reticulatus,NA,177954,DD
Ctenochaetus binotatus,NA,177955,LC
Acanthurus maculiceps,NA,177957,LC
Ctenochaetus cyanocheilus,NA,177958,LC
Acanthurus fowleri,NA,177959,LC
Acanthurus achilles,NA,177960,LC
Acanthurus nubilus,NA,177961,LC
Naso fageni,NA,177962,LC
Naso mcdadei,NA,177963,LC
Acanthurus triostegus,NA,177965,LC
Acanthurus mata,NA,177967,LC
Naso caeruleacauda,NA,177968,LC
Acanthurus nigricans,NA,177969,LC
Naso unicornis,NA,177970,LC
Acanthurus blochii,NA,177971,LC
Paracanthurus hepatus,NA,177972,LC
Acanthurus auranticavus,NA,177974,LC
Naso minor,NA,177975,LC
Acanthurus japonicus,NA,177977,LC
Acanthurus bariene,NA,177978,LC
Naso lopezi,NA,177979,LC
Naso thynnoides,NA,177980,LC
Acanthurus dussumieri,NA,177981,LC
Naso brachycentron,NA,177983,LC
Ctenochaetus tominiensis,NA,177986,LC
Naso annulatus,NA,177988,LC
Acanthurus xanthopterus,NA,177989,LC
Naso brevirostris,NA,177990,LC
Acanthurus olivaceus,NA,177991,LC
Acanthurus lineatus,NA,177993,LC
Acanthurus leucocheilus,NA,177994,LC
Acanthurus guttatus,NA,177995,LC
Naso hexacanthus,NA,178002,LC
Zebrasoma scopas,NA,178005,LC
Acanthurus thompsoni,NA,178008,LC
Zebrasoma veliferum,NA,178010,LC
Acanthurus leucopareius,NA,178011,LC
Ctenochaetus striatus,NA,178012,LC
Zebrasoma flavescens,NA,178015,LC
Acanthurus nigricauda,NA,178017,LC
Acanthurus nigrofuscus,NA,178019,LC
Naso maculatus,NA,178020,LC
Acanthurus pyroferus,NA,178022,LC
Sonneratia caseolaris,NA,178796,LC
Aegiceras corniculatum,NA,178797,LC
Nypa fruticans,NA,178800,LC
Bruguiera gymnorhiza,NA,178803,LC
Sonneratia alba,NA,178804,LC
Xylocarpus moluccensis,NA,178805,LC
Camptostemon philippinense,NA,178808,EN
Avicennia rumphiana,NA,178809,VU
Ceriops zippeliana,NA,178812,LC
Acrostichum speciosum,NA,178813,LC
Sonneratia ovata,NA,178814,NT
Scyphiphora hydrophylacea,NA,178817,LC
Avicennia officinalis,NA,178820,LC
Bruguiera parviflora,NA,178821,LC
Ceriops tagal,NA,178822,LC
Rhizophora mucronata,NA,178825,LC
Avicennia marina,NA,178828,LC
Cynometra iripa,NA,178829,LC
Avicennia alba,NA,178830,LC
Acanthus ebracteatus,NA,178832,LC
Brownlowia tersa,NA,178835,NT
Acanthus volubilis,NA,178837,LC
Pemphis acidula,NA,178838,LC
Bruguiera cylindrica,NA,178840,LC
Excoecaria agallocha,NA,178842,LC
Bruguiera sexangula,NA,178843,LC
Xylocarpus granatum,NA,178845,LC
Lumnitzera racemosa,NA,178846,LC
Brownlowia argentata,NA,178848,DD
Osbornia octodonta,NA,178849,LC
Rhizophora stylosa,NA,178850,LC
Heritiera littoralis,NA,178852,LC
Lumnitzera littorea,NA,178854,LC
Kandelia obovata,NA,178855,LC
Aegiceras floridum,NA,178856,NT
Kandelia candel,NA,178857,LC
Cirripectes viriosus,NA,180121,LC
Ecsenius dilemma,NA,180122,LC
Ecsenius kurti,NA,180123,VU
Istiblennius colei,NA,180125,LC
Plagiotremus iosodon,NA,180126,DD
Holothuria spinifera,NA,180215,DD
Bohadschia koellikeri,NA,180216,DD
Holothuria erinaceaus,NA,180226,LC
Holothuria verrucosa,NA,180231,LC
Holothuria dura,NA,180232,DD
Holothuria hilla,NA,180235,LC
Holothuria olivacea,NA,180236,DD
Stichopus herrmanni,NA,180238,VU
Holothuria difficilis,NA,180246,LC
Pearsonothuria graeffei,NA,180248,LC
Paelopatides quadridens,NA,180250,DD
Holothuria foresti,NA,180255,DD
Holothuria scabra,NA,180257,EN
Actinopyga miliaris,NA,180265,VU
Actinopyga lecanora,NA,180266,DD
Holothuria pulla,NA,180268,DD
Bohadschia tenuissima,NA,180274,DD
Holothuria lessoni,NA,180275,EN
Thelenota rubralineata,NA,180285,DD
Holothuria pardalis,NA,180286,LC
Bathyplotes imperfectus,NA,180287,DD
Holothuria martensii,NA,180290,DD
Bathyplotes sulcatus,NA,180306,DD
Holothuria integra,NA,180308,DD
Holothuria imitans,NA,180318,LC
Holothuria submersa,NA,180319,DD
Bohadschia paradoxa,NA,180323,DD
